,City,Contact,Country,County,District,Formatted,Group,ID,Last Remodel,Latitude,Longitude,Opened,Region,State,Store Features,Store_Name,Stores_Open,Street,SubType,Timings,Type,Zipcode
111,Cambridge,(617) 914-8262,United States,Middlesex,429,"564 Massachusetts Ave, Cambridge, MA 02139-4029",497,3222,null,42.364561,-71.102575,2017-03-08T12:00:00,400,MA,"['Delivery From Store', 'Fresh Grocery']",Cambridge Central Square,"['Monday-Friday', 'Saturday', 'Sunday']",564 Massachusetts Ave,TargetExpress,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,02139-4029
112,East Hanover,(973) 887-3145,United States,Morris,446,"130 State Route 10, East Hanover, NJ 07936-2103",495,1491,2010-07-22T12:00:00,40.813154,-74.380545,2002-10-09T12:00:00,400,NJ,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",East Hanover,"['Monday-Friday', 'Saturday', 'Sunday']",130 State Route 10,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,07936-2103
113,Abington,(781) 347-9003,United States,Plymouth,470,"385 Centre Ave, Abington, MA 02351-2209",497,2173,2011-07-21T12:00:00,42.110519,-70.927683,2006-10-04T12:00:00,400,MA,"['CVS pharmacy', 'Cafe-Pizza', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Abington,"['Monday-Friday', 'Saturday', 'Sunday']",385 Centre Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,02351-2209
114,Cambridge,(617) 702-1786,United States,Middlesex,429,"822 Somerville Ave, Cambridge, MA 02140",497,3304,null,42.388648,-71.118659,2018-10-17T12:00:00,400,MA,[],Cambridge Porter Square,"['Monday-Friday', 'Saturday', 'Sunday']",822 Somerville Ave,TargetExpress,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,02140
115,Dorchester,(617) 602-1921,United States,Suffolk,429,"7 Allstate Rd, Dorchester, MA 02125-1663",497,1898,2011-10-06T12:00:00,42.328872,-71.062845,2004-03-03T12:00:00,400,MA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Delivery From Store', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Optical', 'Starbucks']",Boston South Bay,"['Monday-Friday', 'Saturday', 'Sunday']",7 Allstate Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Saturday', 'Open Hours': '7:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}]",Store,02125-1663
116,Somerville,(617) 776-4036,United States,Middlesex,429,"180 Somerville Ave, Somerville, MA 02143-3405",497,1441,2012-03-22T12:00:00,42.376695,-71.090028,2002-07-24T12:00:00,400,MA,"['CVS pharmacy', 'Delivery From Store', 'Mobile Kiosk', 'Starbucks']",Somerville,"['Monday-Friday', 'Saturday', 'Sunday']",180 Somerville Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,02143-3405
117,Burlington,(781) 313-8215,United States,Middlesex,470,"34 Cambridge St. STE 145, Burlington, MA 01803-4611",497,3305,null,42.484104,-71.186185,2018-10-17T12:00:00,400,MA,"['Fresh Grocery', 'Mobile Kiosk']",Burlington MA,"['Monday-Friday', 'Saturday', 'Sunday']",34 Cambridge St. STE 145,TargetExpress,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,01803-4611
118,Staten Island,(917) 791-5851,United States,Richmond,419,"2873 Richmond Ave, Staten Island, NY 10314-5811",495,2753,null,40.574684,-74.16763,2013-10-09T12:00:00,400,NY,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Staten Island Cntl,"['Monday-Friday', 'Saturday', 'Sunday']",2873 Richmond Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,10314-5811
119,Schenectady,(518) 346-8540,United States,Schenectady,438,"428 Balltown Rd, Schenectady, NY 12304-2245",498,1521,2018-07-20T12:00:00,42.775713,-73.890072,2003-03-05T12:00:00,400,NY,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Niskayuna,"['Monday-Friday', 'Saturday', 'Sunday']",428 Balltown Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,12304-2245
120,Union,(908) 688-2344,United States,Union,419,"2690 US Hwy 22 E, Union, NJ 07083-8512",495,1084,2011-10-06T12:00:00,40.687048,-74.308861,1997-10-08T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery']",Union,"['Monday-Friday', 'Saturday', 'Sunday']",2690 US Hwy 22 E,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,07083-8512
121,Linden,(908) 474-1733,United States,Union,419,"621 W Edgar Rd, Linden, NJ 07036-3203",495,1315,2011-10-06T12:00:00,40.619214,-74.244329,2001-03-07T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical']",Linden,"['Monday-Friday', 'Saturday', 'Sunday']",621 W Edgar Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,07036-3203
122,Medford,(781) 658-3365,United States,Middlesex,452,"471 Salem St, Medford, MA 02155-3336",497,3287,null,42.42072,-71.09902,2018-08-15T12:00:00,400,MA,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Medford MA,"['Monday-Friday', 'Saturday', 'Sunday']",471 Salem St,TargetExpress,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,02155-3336
123,Nashua,(603) 891-4858,United States,Hillsborough,468,"310 Daniel Webster Hwy, Nashua, NH 03060-5730",497,1228,2018-07-20T12:00:00,42.702771,-71.437791,1999-10-06T12:00:00,400,NH,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Nashua,"['Monday-Friday', 'Saturday', 'Sunday']",310 Daniel Webster Hwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,03060-5730
124,Lowell,(978) 703-2020,United States,Middlesex,470,"181 Plain St, Lowell, MA 01852-5132",497,2480,null,42.623622,-71.318304,2009-10-07T12:00:00,400,MA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Lowell,"['Monday-Friday', 'Saturday', 'Sunday']",181 Plain St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,01852-5132
125,Everett,(617) 420-0000,United States,Middlesex,452,"1 Mystic View Rd, Everett, MA 02149-2428",497,1229,2017-07-06T12:00:00,42.399035,-71.071855,2000-10-04T12:00:00,400,MA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Everett,"['Monday-Friday', 'Saturday', 'Sunday']",1 Mystic View Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,02149-2428
126,Clifton Park,(518) 371-6520,United States,Saratoga,438,"26 Crossing Blvd, Clifton Park, NY 12065-4180",498,1477,2018-10-26T12:00:00,42.857601,-73.772416,2002-10-09T12:00:00,400,NY,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Clifton Park,"['Monday-Friday', 'Saturday', 'Sunday']",26 Crossing Blvd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,12065-4180
127,Wareham,(508) 273-0436,United States,Plymouth,428,"2421 Cranberry Hwy, Wareham, MA 02571-5022",497,2292,2011-06-02T12:00:00,41.773672,-70.745562,2007-10-10T12:00:00,400,MA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Wareham,"['Monday-Friday', 'Saturday', 'Sunday']",2421 Cranberry Hwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,02571-5022
128,Clark,(732) 882-0736,United States,Union,419,"45 Central Ave, Clark, NJ 07066-1421",495,1467,2012-10-11T12:00:00,40.627381,-74.307959,2002-07-24T12:00:00,400,NJ,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Clark,"['Monday-Friday', 'Saturday', 'Sunday']",45 Central Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,07066-1421
129,Nashua,(603) 324-0039,United States,Hillsborough,468,"600 Amherst St, Nashua, NH 03063-1002",497,1532,2018-10-26T12:00:00,42.79899,-71.53679,2003-07-23T12:00:00,400,NH,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Nashua NW,"['Monday-Friday', 'Saturday', 'Sunday']",600 Amherst St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,03063-1002
130,Woburn,(781) 904-0002,United States,Middlesex,452,"101 Commerce Way, Woburn, MA 01801-1007",497,1266,2017-07-06T12:00:00,42.518609,-71.135461,2000-10-04T12:00:00,400,MA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Woburn,"['Monday-Friday', 'Saturday', 'Sunday']",101 Commerce Way,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,01801-1007
131,Hanover,(781) 499-1961,United States,Plymouth,428,"1167 Washington St, Hanover, MA 02339-1643",497,2532,null,42.137401,-70.83883,2009-10-07T12:00:00,400,MA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Hanover,"['Monday-Friday', 'Saturday', 'Sunday']",1167 Washington St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,02339-1643
132,Rockaway,(973) 989-5740,United States,Morris,461,"381 Mount Hope Ave, Rockaway, NJ 07866-1645",493,1864,2018-04-13T12:00:00,40.906008,-74.55937,2004-07-21T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Rockaway,"['Monday-Friday', 'Saturday', 'Sunday']",381 Mount Hope Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,07866-1645
133,Stoneham,(781) 832-3409,United States,Middlesex,452,"113 Main St, Stoneham, MA 02180-3305",497,3253,null,42.494932,-71.103401,2017-07-19T12:00:00,400,MA,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Stoneham Redstone,"['Monday-Friday', 'Saturday', 'Sunday']",113 Main St,TargetExpress,"[{'Week Day': 'Monday-Friday', 'Open Hours': '7:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,02180-3305
134,Revere,(781) 922-6030,United States,Suffolk,452,"36 Furlong Dr, Revere, MA 02151-4006",497,1942,2018-04-13T12:00:00,42.39976,-71.000326,2005-03-02T12:00:00,400,MA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Revere,"['Monday-Friday', 'Saturday', 'Sunday']",36 Furlong Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,02151-4006
135,Staten Island,(718) 701-6205,United States,Richmond,419,"2900 Veterans Rd W, Staten Island, NY 10309-2500",495,2006,2019-04-12T12:00:00,40.528857,-74.231899,2006-03-01T12:00:00,400,NY,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Staten Island,"['Monday-Friday', 'Saturday', 'Sunday']",2900 Veterans Rd W,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,10309-2500
136,Wilmington,(978) 737-3964,United States,Middlesex,470,"210 Ballardvale St, Wilmington, MA 01887-1045",497,2729,null,42.589718,-71.159895,2014-10-08T12:00:00,400,MA,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",Wilmington,"['Monday-Friday', 'Saturday', 'Sunday']",210 Ballardvale St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,01887-1045
137,Kingston,(781) 585-5825,United States,Plymouth,428,"101 Independence Mall Way, Kingston, MA 02364-3048",497,1495,2016-03-17T12:00:00,41.971125,-70.716858,2002-10-09T12:00:00,400,MA,"['CVS pharmacy', 'Café', 'Mobile Kiosk', 'Starbucks']",Kingston,"['Monday-Friday', 'Saturday', 'Sunday']",101 Independence Mall Way,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,02364-3048
138,Saugus,(781) 307-0000,United States,Essex,452,"400 Lynn Fells Pkwy, Saugus, MA 01906-3100",497,1290,2017-11-02T12:00:00,42.481583,-71.024154,2000-10-04T12:00:00,400,MA,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Saugus,"['Monday-Friday', 'Saturday', 'Sunday']",400 Lynn Fells Pkwy,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,01906-3100
139,Schenectady,(518) 387-3311,United States,Schenectady,438,"204 Saratoga Rd, Schenectady, NY 12302-4509",498,2805,null,42.866616,-73.930923,2012-10-10T12:00:00,400,NY,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Glenville,"['Monday-Friday', 'Saturday', 'Sunday']",204 Saratoga Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,12302-4509
140,Middletown,(732) 706-9222,United States,Monmouth,450,"2105 Route 35, Middletown, NJ 07748-1301",495,1192,2010-07-22T12:00:00,40.411546,-74.135431,1999-07-21T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",Middletown,"['Monday-Friday', 'Saturday', 'Sunday']",2105 Route 35,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,07748-1301
141,Watchung,(908) 769-8699,United States,Somerset,419,"1515 US Highway 22, Watchung, NJ 07069-6509",495,1155,2018-10-26T12:00:00,40.641532,-74.421845,2001-10-10T12:00:00,400,NJ,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Watchung,"['Monday-Friday', 'Saturday', 'Sunday']",1515 US Highway 22,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,07069-6509
142,Edison,(732) 744-1100,United States,Middlesex,419,"100 Parsonage Rd, Edison, NJ 08837-2424",495,1055,2018-04-13T12:00:00,40.551456,-74.332697,1997-03-05T12:00:00,400,NJ,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Pizza Hut Salads and Snacks', 'Starbucks']",Menlo Park,"['Monday-Friday', 'Saturday', 'Sunday']",100 Parsonage Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-12:00 a.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,08837-2424
143,South Plainfield,(908) 444-2023,United States,Middlesex,419,"5000 Hadley Center Dr, South Plainfield, NJ 07080-1135",495,1929,2019-04-12T12:00:00,40.548825,-74.426464,2006-03-01T12:00:00,400,NJ,"['CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",South Plainfield,"['Monday-Friday', 'Saturday', 'Sunday']",5000 Hadley Center Dr,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}]",Store,07080-1135
144,Salem,(978) 224-4000,United States,Essex,452,"227 Highland Ave, Salem, MA 01970-1830",497,1803,2018-10-26T12:00:00,42.503468,-70.919421,2003-07-23T12:00:00,400,MA,[],Salem Highland Ave,"['Monday-Friday', 'Saturday', 'Sunday']",227 Highland Ave,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,01970-1830
145,Salem,(603) 870-0071,United States,Rockingham,452,"203 S Broadway, Salem, NH 03079-3311",497,1186,2012-03-22T12:00:00,42.764475,-71.215039,1999-07-21T12:00:00,400,NH,"['CVS pharmacy', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine & Beer Available']",Salem Broadway,"['Monday-Friday', 'Saturday', 'Sunday']",203 S Broadway,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,03079-3311
146,Methuen,(978) 983-2020,United States,Essex,452,"67 Pleasant Valley St, Methuen, MA 01844-7202",497,2287,2011-10-06T12:00:00,42.740784,-71.161323,2007-10-10T12:00:00,400,MA,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Photo Lab', 'Starbucks']",Methuen,"['Monday-Friday', 'Saturday', 'Sunday']",67 Pleasant Valley St,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,01844-7202
147,Danvers,(978) 762-4439,United States,Essex,452,"240 Independence Way, Danvers, MA 01923-3653",497,1187,2019-05-03T12:00:00,42.552616,-70.937616,1999-07-21T12:00:00,400,MA,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks']",Danvers,"['Monday-Friday', 'Saturday', 'Sunday']",240 Independence Way,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,01923-3653
148,Bedford,(603) 263-0061,United States,Hillsborough,447,"220 S River Rd, Bedford, NH 03110-6819",497,2009,2011-10-06T12:00:00,42.941002,-71.473513,2005-10-05T12:00:00,400,NH,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine & Beer Available']",Bedford,"['Monday-Friday', 'Saturday', 'Sunday']",220 S River Rd,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,03110-6819
149,Ocean,(732) 918-6645,United States,Monmouth,450,"2331 Route 66, Ocean, NJ 07712-3961",495,1378,2018-04-13T12:00:00,40.230928,-74.044485,2002-03-06T12:00:00,400,NJ,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",Ocean Township,"['Monday-Friday', 'Saturday', 'Sunday']",2331 Route 66,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-11:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}]",Store,07712-3961
150,Saratoga Springs,(518) 226-0003,United States,Saratoga,438,"3031 Route 50, Saratoga Springs, NY 12866-2926",498,1271,2011-03-24T12:00:00,43.099397,-73.743829,2000-07-19T12:00:00,400,NY,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Café', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",Saratoga Springs,"['Monday-Friday', 'Saturday', 'Sunday']",3031 Route 50,,"[{'Week Day': 'Monday-Friday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Saturday', 'Open Hours': '8:00 a.m.-10:00 p.m.'}, {'Week Day': 'Sunday', 'Open Hours': '8:00 a.m.-9:00 p.m.'}]",Store,12866-2926
